college_institution_id,name,university_id,district_code,state_code,city,autonomous,girl_exclusive,infrastructure_id,is_accredited,offers_scholarship,offers_loan,accreditation_id,accreditation_body,score,max_score,has_score,Total_Students,courses,c_Agriculture,c_Area_Studies,c_Arts,c_Commerce,c_Criminology_&_Forensic_Science,c_Cultural_Studies,c_Defence_Studies,c_Design,c_Disability_Studies,c_Education,c_Engineering_&_Technology,c_Fashion_Technology,c_Fine_Arts,c_Fisheries_Science,c_Foreign_Language,c_Gandhian_Studies,c_Home_Science,c_IT_&_Computer,c_Indian_Language,c_Journalism_&_Mass_Communication,c_Law,c_Library_&_Information_Science,c_Linguistics,c_Management,c_Marine_Science_/_Oceanography,c_Medical_Science,c_Oriental_Learning,c_Physical_Education,c_Religious_Studies,c_Science,c_Social_Science,c_Social_Work,c_Veterinary_&_Animal_Sciences,c_Women_Studies
6015,Smt. K. C. M. Shah B. Ed. College,782,484,24,Kakanpur,False,False,156200,True,False,False,23579,NAAC,2.27,4,True,48,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5884,Y. S. Arts & K. S. S. Commerce College,782,485,24,DEVGADHBARIA,False,False,176800,True,True,False,26959,NAAC,2.24,4,True,2247,Commerce Commerce Commerce Commerce Commerce Commerce Commerce Commerce Commerce Area Studies Area Studies Area Studies Area Studies Area Studies Area Studies Area Studies,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50472,"GOVERNMENT COLLEGE, INDERGARH, DATIA",276,422,23,M.P,False,False,206149,True,True,False,31425,jiwaji university,,,False,119,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50825,"AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE, THANJAVUR",485,620,33,THANJAVUR,True,False,193015,True,True,True,29840,ICAR,,,False,67,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50504,"SATYA COLLEGE OF NURSING, SISARKHAS",174,82,6,ROHTAK,False,False,201292,True,False,False,30895,HNRC,,,False,231,Nursing Nursing Nursing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50504,"SATYA COLLEGE OF NURSING, SISARKHAS",174,82,6,ROHTAK,False,False,201292,True,False,False,30894,INC,,,False,231,Nursing Nursing Nursing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50504,"SATYA COLLEGE OF NURSING, SISARKHAS",174,82,6,ROHTAK,False,False,201292,True,False,False,30897,DMER,,,False,231,Nursing Nursing Nursing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50504,"SATYA COLLEGE OF NURSING, SISARKHAS",174,82,6,ROHTAK,False,False,201292,True,False,False,30896,PT. B. D. SHARMA UHS ROHTAK,,,False,231,Nursing Nursing Nursing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34155,"Anjuman-I-Islams Akbar Peerbhoy College of Education Plot No.15, Sector10 Vashi Navi Mumba i400 703",318,518,27,Navi Mumbai,False,False,179983,True,False,False,27582,NAAC,4,4,True,198,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42206,"Indian Institute of Cost and Management Studies and Research Indsearch, Law College Road, Erandawana, Pune 411004",323,521,27,Pune,True,False,178237,True,True,False,27245,NAAC,2.78,4,True,88,Business Administration Business Administration Business Administration Business Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49100,"CHRISTIAN MEDICAL COLLEGE (B.M.R.S.C & B.Sc.M.L.T) (Inst. Code - 178 & 179),   VELLORE ",481,605,33,VELLORE,False,False,178913,True,False,False,27385,The Tamil Nadu Dr. M.G.R. Medical University,,,False,64,Medical Science Medical Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49100,"CHRISTIAN MEDICAL COLLEGE (B.M.R.S.C & B.Sc.M.L.T) (Inst. Code - 178 & 179),   VELLORE ",481,605,33,VELLORE,False,False,178913,True,False,False,27387,Indira Gandhi National Open University,,,False,64,Medical Science Medical Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49100,"CHRISTIAN MEDICAL COLLEGE (B.M.R.S.C & B.Sc.M.L.T) (Inst. Code - 178 & 179),   VELLORE ",481,605,33,VELLORE,False,False,178913,True,False,False,27386,Rehabilitation Council of India,,,False,64,Medical Science Medical Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49101,"CHRISTIAN MEDICAL COLLEGE, COLLEGE OF OCCUPATION THERAPHY (Inst. Code - 177),  VELLORE ",481,605,33,VELLORE,False,False,177909,True,False,False,27170,The Tamilnadu Dr.M.G.R. Medical University,,,False,50,Medical Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49101,"CHRISTIAN MEDICAL COLLEGE, COLLEGE OF OCCUPATION THERAPHY (Inst. Code - 177),  VELLORE ",481,605,33,VELLORE,False,False,177909,True,False,False,27171,Rehabilitation Council of India,,,False,50,Medical Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49101,"CHRISTIAN MEDICAL COLLEGE, COLLEGE OF OCCUPATION THERAPHY (Inst. Code - 177),  VELLORE ",481,605,33,VELLORE,False,False,177909,True,False,False,27172,Indira Gandhi National Open University,,,False,50,Medical Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29243,"Lord Mahavira Homeopathic Medical College, Kitchlu Nagar, Hehneman Road, Ludhiana",660,41,3,Ludhiana,True,False,198911,True,False,False,30646,Guru Ravidas Ayurved University,,,False,157,Homeopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50526,"ADITYA INSTITUTE OF MANAGEMENT STUDIES, PEERUMADE",262,596,32,PAMBANAR,False,False,206643,True,True,False,31499,NAAC,2,4,True,103,Commerce Commerce Commerce Business Administration Computer Application Area Studies Area Studies,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50555,DRASHTI NETRALAY,782,485,24,Dahod,False,False,176684,True,True,False,26937,quality council of india (NABH),,,False,31,Ophthalmology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50559,KANORIA CENTRE FOR MEDICAL EDUCATION,136,473,24,GANDHINAGAR,True,False,156034,True,False,False,23531,ISO,,,False,118,Pathology Other Medical Science Other Medical Science Other Medical Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50603,CAPITAL COLLEGE OF ARCHITECTURE,439,632,33,Coimbatore,False,False,199025,True,True,True,30664,COUNCIL OF ARCHITECTURE,,,False,39,Architecture,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25193,Lachoo Memorial College of Science & Tech,399,113,8,Jodhpur,True,False,195351,True,False,False,30214,NAAC,3.46,4,True,2947,Zoology Physics Science Botany Chemistry Bio-Technology Business Administration Business Administration Pharmacy Pharmacy Pharmacy Computer Application Computer Application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
50615,"Ekta Shikshan Prasarak Mandal Sanchalit Arts, Commerce & Science College, Pipeline Road, Savedi, Ahmednagar",323,522,27,AHMEDNAGAR,False,False,206617,True,True,False,31494,maharashtra shashan,,,False,460,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50860,SDM COLLEGE OF BUSINESS MANAGEMENT POST GRADUATE CENTRE FOR MANAGEMENT STUDIES AND RESEARCH,233,575,29,MANGALORE,False,False,198402,True,True,False,30587,NAAC,3.16,4,True,315,Business Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50654,"OM COLLEGE OF EDUCATION, SONIPAT",167,76,6,Gohana,True,False,171809,True,True,False,26042,NAAC,2.45,4,True,200,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,"SHREE D.K. KAPURIA ARTS COLLEGE AND S.B. GARDI COMMERCE COLLEGE, KALAVAD",151,477,24,kalavad,False,False,160928,True,True,False,24311,NAAC,2.12,4,True,743,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50657,"Maratha Vidya Prasarak Samaj's Karmayogi Dulaji Sitaram Patil College of Agriculture,Gangapur Road Nashik-422013",315,516,27,Nashik,False,False,192136,True,True,True,29699,Mahatma  Phule Krishi Vidyapeeth Rahuri,64.9,100,True,304,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50682,"SHRAMSHAKTI COLLEGE OF AGRICULTURE, MALDAD",315,522,27,sangamner,False,False,198832,True,True,True,30631,"MPKV, Rahuri Acreditation Body",80,100,True,245,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50693,"AGRICULTURAL DEVELOPMENT TRUSTS COLLEGE OF AGRICULTURE, BARAMATI",315,521,27,Baramati,False,False,180971,True,True,True,27765,"Mahatma Phule Agriculture University, Rahuri",80,100,True,366,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50696,MIT COLLEGE OF FOOD TECHNOLOGY,315,521,27,PUNE,False,False,190872,True,True,False,29468,"MPKV, RAHURI",74,74,True,292,Food Technology,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50703,"COLLEGE OF AGRICULTURE, AKLUJ",315,526,27,AKLUJ,False,False,198421,True,True,False,30590,"Mahatma Phule Krishi Vidyapeeth, Rahuri Dist-Ahemadnagar",,,False,480,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,"Smt. Bhanumati Vrujlal Dhanak Arts, Commerce, Science & Management College - Bagasara",151,480,24,"Bagasara, ta: Bagasara",False,False,155187,True,True,False,23358,NAAC,2.51,4,True,1231,Commerce Business Administration Computer Application Cultural Studies Cultural Studies Cultural Studies,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
564,Shri J S Bhakta and Shri K M Bhakta Arts and Shri A N Shah Science and Shri N F Shah Commerce College,153,492,24,Dist. Surat - 394185,False,False,157272,True,True,False,23761,NAAC,2.64,4,True,2187,Physics Microbiology Chemistry Chemistry Other Science Science Other Science Physics Commerce Commerce Arts History History Other Indian Languages Other Indian Languages,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
50683,"COLLEGE OF AGRICULTURAL BIOTECHNOLOGY, MADADGAON",315,522,27,Ahmednagar,False,False,206593,True,True,True,31490,"Mahatma Phule Krishi Vidyapeeth , Rahuri",64,100,True,219,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50690,"K K WAGH COLLEGE OF AGRICULTURE, NASHIK",315,516,27,Nashik,True,False,189407,True,True,False,29204,Mahatma Phule Krushi Vidyapith,65,100,True,361,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50695,COLLEGE OF ANIMAL HUSBANDRY,315,521,27,Baramati,False,False,179335,True,False,True,27466,MAHATMA PHULE KRUSHI VIDYAPEETH RAHURI,,,False,64,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50698,GRAMONNATI MANDALS COLLEGE OF AGRICULTURE BUSINESS MANAGEMENT,315,521,27,Pune,False,False,181480,True,True,True,27868,Mahatma Phule Krishi Vidyapeeth,,,False,132,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50700,"LMK COLLEGE OF AGRICULTURE, KADEGAON",315,531,27,Kadegaon,False,False,190130,True,True,True,30735,Mahatma Phule Krishi Vidyapeeth,,,False,491,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50701,"SHREEMANT SHIVAJIRAJE COLLEGE OF HORTICULTURE, PHALTAN",315,527,27,Phaltan,False,False,193276,True,True,True,29883,"Mahatma Phule Krishi Vidyapeeth, Rahuri",,,False,300,Horticulture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50702,"COLLEGE OF AGRICULTURE, PHALTAN",315,527,27,Phaltan,False,False,198694,True,True,True,30619,"Mahatma Phule Krishi Vidyapeeth, Rahuri",,,False,288,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50713,"ANUSHREE COLLEGE OF NURSING, KASHODHAN NAGAR, MADHOTAL",289,451,23,JABALPUR,False,False,170947,True,True,False,25898,ISO 9001-2008 CERTIFIED,,,False,271,Nursing Nursing Nursing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41951,"Padmashree Dr D Y Patil College of Pharmacy, Akurdi",323,521,27,PUNE,False,False,180859,True,True,True,27745,National Board of Accreditation,691,999,True,329,Pharmacy Pharmacy Pharmacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50749,"S S COLLEGE OF EDUCATION, GOHANA",167,76,6,Gohana,False,False,208186,True,False,False,31693,NAAC,2.53,4,True,210,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50752,"MOKASHI COLLEGE OF FOOD TECHNOLOGY, KARAD",315,527,27,Karad,False,False,200214,True,True,False,30792,"Mahatma Phule Krishi Vidyapeeth, Rahuri",100,100,True,210,Food Technology,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50795,"K K WAGH COLLEGE OF AGRICULTURAL BIOTECHNOLOGY, EDUCATIONAL CAMPUS",315,516,27,NASHIK,False,False,198899,True,True,False,30644,"Mahatma Phule Krishi Vidyapeeth, Rahuri",2,4,True,253,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50801,"SADGURU COLLEGE OF AGRICULTURE, MIRAJGAON",315,522,27,MIRAJGAON Tal Karjat,False,False,198956,True,True,False,30651,MPKV Rahuri,67,74,True,268,Agriculture,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
